id,title,subtitle,authors,publisher,published_date,category
1484234944,Business Case Analysis with R,Simulation Tutorials to Support Complex Business Decisions,Robert D. Brown III,Apress,3/3/2018,data science
9.78019E+12,Pharmaceutical Medicine,,"Adrian Kilcoyne, Phil Ambery, Daniel OConnor",OUP Oxford,5/23/2013,data science
1848829469,Computer Vision,Algorithms and Applications,Richard Szeliski,Springer,11/5/2010,data science
9.78954E+12,Theory and Applications for Advanced Text Mining,,Shigeaki Sakurai,BoD – Books on Demand,11/21/2012,data science
9.78112E+12,Effective Data Storytelling,"How to Drive Change with Data, Narrative and Visuals",Brent Dykes,John Wiley & Sons,12/10/2019,data science
9.78126E+12,"Fixed Income Mathematics, Fifth Edition: Analytical and Statistical Techniques",,"Frank J. Fabozzi, Francesco Fabozzi",McGraw Hill Professional,9/6/2022,data science
9811533563,Applications of Machine Learning,,"Prashant Johri, Jitendra Kumar Verma, Sudip Paul",Springer,5/5/2020,data science
1138480452,Blogdown,Creating Websites with R Markdown,"Yihui Xie, Alison Presmanes Hill, Amber Thomas",CRC Press,12/12/2017,data science
1617296082,Practices of the Python Pro,,Dane Hillard,Manning Publications,1/14/2020,data science
9.78132E+12,Engineering Entrepreneurship from Idea to Business Plan,A Guide for Innovative Engineers and Scientists,Paul Swamidass,Cambridge University Press,10/26/2016,data science
359828523,Analytics,"Data Science, Data Analysis and Predictive Analytics for Business",Daniel Covington,Lulu.com,8/13/2019,data science
9.78161E+12,Algorithms for Reinforcement Learning,,Csaba Szepesvari,Morgan & Claypool Publishers,8/8/2010,data science
1461455901,Handbook of Damage Mechanics,Nano to Macro Scale for Materials and Structures,George Z. Voyiadjis,Springer,10/14/2014,data science
3031004604,Graph Representation Learning,,William L. Hamilton,Springer,9/16/2020,data science
3319673769,Contingency and Natural Order in Early Modern Science,,"Pietro Daniel Omodeo, Rodolfo Garau",Springer,9/20/2019,data science
OSU:32435019744671,Yearbook of International Organizations,,Union of International Associations,International Publications Service,12/1/1981,data science
303041888X,Distributed Graph Analytics,"Programming, Languages, and Their Compilation","Unnikrishnan Cheramangalath, Rupesh Nasre, Y. N. Srikant",Springer,4/18/2021,data science
9.78148E+12,R Data Science Quick Reference,"A Pocket Guide to APIs, Libraries, and Packages",Thomas Mailund,Apress,8/7/2019,data science
71807594,A PRACTITIONER'S GUIDE TO BUSINESS ANALYTICS: Using Data Analysis Tools to Improve Your Organization’s Decision Making and Strategy,,Randy Bartlett,McGraw-Hill Education,2/5/2013,data science
9.78012E+12,Implementing Analytics,"A Blueprint for Design, Development, and Adoption",Nauman Sheikh,Newnes,5/6/2013,data science
309097347,Struck by Lightning,The Curious World of Probabilities,Jeffrey S. Rosenthal,National Academies Press,4/28/2006,data science
1589062604,Guidelines for Foreign Exchange Reserve Management,,International Monetary Fund,International Monetary Fund,8/16/2004,data science
9.78112E+12,Introductory Statistics and Analytics,A Resampling Perspective,Peter C. Bruce,John Wiley & Sons,1/8/2015,data science
9.78019E+12,Big Data: A Very Short Introduction,,Dawn E. Holmes,Oxford University Press,11/16/2017,data science
9.78164E+12,Classic Computer Science Problems in Java,,David Kopec,Simon and Schuster,12/21/2020,data science
UOM:39015029885772,Satellite Altimetry in Geodesy and Oceanography,,"Reiner Rummel, Fernando Sansò",Springer,6/23/1993,data science
9.78026E+12,"Streaming, Sharing, Stealing",Big Data and the Future of Entertainment,"Michael D. Smith, Rahul Telang",MIT Press,8/25/2017,data science
9.78112E+12,Real-Time Embedded Systems,,Jiacun Wang,John Wiley & Sons,7/10/2017,data science
9.78039E+12,Naked Economics: Undressing the Dismal Science,,Charles Wheelan,W. W. Norton & Company,9/17/2003,data science
9.78159E+12,The Manga Guide to Linear Algebra,,"Shin Takahashi, Iroha Inoue, Co Ltd Trend",National Geographic Books,5/1/2012,data science
1484230957,Pro Deep Learning with TensorFlow,A Mathematical Approach to Advanced Artificial Intelligence in Python,Santanu Pattanayak,Apress,12/7/2017,data science
9.78111E+12,Data Mining and Machine Learning,Fundamental Concepts and Algorithms,"Mohammed J. Zaki, Wagner Meira, Jr",Cambridge University Press,12/31/2019,data science
1617294470,Kafka Streams in Action,Real-time apps and microservices with the Kafka Streams API,Bill Bejeck,Manning Publications,9/16/2018,data science
3030598918,Statistics for Health Data Science,An Organic Approach,"Ruth Etzioni, Micha Mandel, Roman Gulati",Springer,1/6/2022,data science
3030202895,A Beginners Guide to Python 3 Programming,,John Hunt,Springer,8/13/2019,data science
3642372244,Computing Nature,Turing Centenary Perspective,"Gordana Dodig-Crnkovic, Raffaela Giovagnoli",Springer,4/6/2013,data science
9.78111E+12,Mathematics for Machine Learning,,"Marc Peter Deisenroth, A. Aldo Faisal, Cheng Soon Ong",Cambridge University Press,4/23/2020,maths
9.78043E+12,Probability and Statistics for Data Science,Math + R + Data,Norman Matloff,CRC Press,6/21/2019,maths
9.78303E+12,Mathematical Foundations for Data Analysis,,Jeff M. Phillips,Springer Nature,3/29/2021,maths
9.781E+12,Data Science and Machine Learning,Mathematical and Statistical Methods,"Dirk P. Kroese, Zdravko Botev, Thomas Taimre, Radislav Vaisman",CRC Press,11/20/2019,maths
9.78162E+12,Math for Programmers,"3D graphics, machine learning, and simulations with Python",Paul Orland,Manning Publications,1/12/2021,maths
9.78111E+12,Foundations of Data Science,,"Avrim Blum, John Hopcroft, Ravindran Kannan",Cambridge University Press,1/23/2020,maths
9.78332E+12,Mathematical Problems in Data Science,Theoretical and Practical Methods,"Li M. Chen, Zhixun Su, Bo Jiang",Springer,12/15/2015,maths
9811110689,Numsense! Data Science for the Layman,No Math Added,Annalyn Ng,Annalyn Ng & Kenneth Soo,3/24/2017,maths
9.78014E+12,Weapons of Math Destruction,How Big Data Increases Inequality and Threatens Democracy,Cathy ONeil,Penguin UK,9/6/2016,maths
9.78043E+12,Data Science for Mathematicians,,Nathan Carter,CRC Press,9/15/2020,maths
9.78112E+12,Data Science For Dummies,,Lillian Pierson,John Wiley & Sons,3/6/2017,maths
9.78111E+12,Mathematical Statistics and Data Analysis,,John A. Rice,Cengage Learning,4/28/2006,maths
9.78145E+12,Doing Data Science,Straight Talk from the Frontline,"Cathy ONeil, Rachel Schutt","""O'Reilly Media, Inc.""",10/9/2013,maths
9.78149E+12,Data Science from Scratch,First Principles with Python,Joel Grus,"""O'Reilly Media, Inc.""",4/14/2015,maths
9.78981E+12,Statistical Learning with Math and Python,100 Exercises for Building Logic,Joe Suzuki,Springer Nature,8/3/2021,maths
9.78153E+12,Essential Maths Skills for Exploring Social Data,A Student's Workbook,Rhys Jones,SAGE,3/18/2020,maths
1098115562,Essential Math for Data Science,"Take Control of Your Data with Fundamental Calculus, Linear Algebra, Probability, and Statistics",Hadrien Jean,O'Reilly Media,10/31/2020,maths
9.78132E+12,Introduction to Applied Linear Algebra,"Vectors, Matrices, and Least Squares","Stephen Boyd, Lieven Vandenberghe",Cambridge University Press,6/7/2018,maths
692196382,Linear Algebra and Learning from Data,,Gilbert Strang,Wellesley-Cambridge Press,1/31/2019,maths
9.78149E+12,Practical Statistics for Data Scientists,50 Essential Concepts,"Peter Bruce, Andrew Bruce","""O'Reilly Media, Inc.""",5/10/2017,maths
9.78013E+12,Bayesian Methods for Hackers,Probabilistic Programming and Bayesian Inference,Cameron Davidson-Pilon,Addison-Wesley Professional,9/30/2015,maths
9.7814E+12,Geometric Data Analysis,From Correspondence Analysis to Structured Data Analysis,"Brigitte Le Roux, Henry Rouanet",Springer Science & Business Media,1/16/2006,maths
9.78031E+12,Data Science for Undergraduates,Opportunities and Options,"National Academies of Sciences, Engineering, and Medicine, Division of Behavioral and Social Sciences and Education, Board on Science Education, Division on Engineering and Physical Sciences",National Academies Press,11/11/2018,maths
9.78332E+12,Math for Scientists,Refreshing the Essentials,"Natasha Maurits, Branislava Ćurčić-Blake",Springer,8/26/2017,maths
9.78026E+12,Deep Learning,,"Ian Goodfellow, Yoshua Bengio, Aaron Courville",MIT Press,11/10/2016,maths
9.78147E+12,The Mathematics of Data,,"Michael W. Mahoney, John C. Duchi, Anna C. Gilbert",American Mathematical Soc.,11/15/2018,maths
9.78164E+12,Build a Career in Data Science,,"Emily Robinson, Jacqueline Nolis",Simon and Schuster,3/6/2020,maths
9.78149E+12,Deep Learning for Coders with fastai and PyTorch,,"Jeremy Howard, Sylvain Gugger","""O'Reilly Media, Inc.""",6/29/2020,maths
9.78039E+12,All of Statistics,A Concise Course in Statistical Inference,Larry Wasserman,Springer Science & Business Media,12/11/2013,maths
9.78149E+12,Thinking with Data,How to Turn Information into Insights,Max Shron,"""O'Reilly Media, Inc.""",1/20/2014,maths
9.78161E+12,First-Order Methods in Optimization,,Amir Beck,SIAM,10/2/2017,maths
9.78111E+12,High-Dimensional Probability,An Introduction with Applications in Data Science,Roman Vershynin,Cambridge University Press,9/27/2018,maths
9.78135E+12,Real Analysis and Probability,,R. M. Dudley,CRC Press,2/1/2018,maths
9.7818E+12,The Statistics and Calculus with Python Workshop,A comprehensive introduction to mathematics in Python for artificial intelligence applications,"Peter Farrell, Alvaro Fuentes, Ajinkya Sudhir Kolhe, Quan Nguyen, Alexander Joseph Sarver, Marios Tsatsos",Packt Publishing Ltd,8/18/2020,maths
9.78179E+12,40 Algorithms Every Programmer Should Know,Hone your problem-solving skills by learning different algorithms and their implementation in Python,Imran Ahmad,Packt Publishing Ltd,6/12/2020,maths
9.7806E+12,Head First Statistics,,Dawn Griffiths,"""O'Reilly Media, Inc.""",8/26/2008,maths
9.78112E+12,Pattern Classification,,"Richard O. Duda, Peter E. Hart, David G. Stork",John Wiley & Sons,11/9/2012,maths
9.78178E+12,Python Machine Learning,,Sebastian Raschka,Packt Publishing Ltd,9/23/2015,maths
9.78172E+12,Math for Deep Learning,What You Need to Know to Understand Neural Networks,Ronald T. Kneusel,No Starch Press,11/23/2021,maths
980232775,Introduction to Linear Algebra,,Gilbert Strang,Wellesley-Cambridge Press,8/11/2016,maths
9.78145E+12,Beautiful Data,The Stories Behind Elegant Data Solutions,"Toby Segaran, Jeff Hammerbacher","""O'Reilly Media, Inc.""",7/14/2009,maths
9.78053E+12,Learning How to Learn,How to Succeed in School Without Spending All Your Time Studying; A Guide for Kids and Teens,"Barbara Oakley, PhD, Terrence Sejnowski, PhD, Alistair McConville",Penguin,8/7/2018,maths
9.78164E+12,Tiny Python Projects,Learn coding and testing with puzzles and games,Ken Youens-Clark,Simon and Schuster,7/21/2020,maths
9.78112E+12,Smarter Data Science,Succeeding with Enterprise-Grade Data and AI Projects,"Neal Fishman, Cole Stryker",John Wiley & Sons,4/14/2020,maths
9.78026E+12,Mathematics of Big Data,"Spreadsheets, Databases, Matrices, and Graphs","Jeremy Kepner, Hayden Jananthan",MIT Press,8/7/2018,maths
9.78179E+12,Artificial Intelligence with Python,,Prateek Joshi,Packt Publishing Ltd,1/27/2017,maths
9.7815E+12,Statistical Learning with Sparsity,The Lasso and Generalizations,"Trevor Hastie, Robert Tibshirani, Martin Wainwright",CRC Press,5/7/2015,maths
9.78039E+12,Naked Statistics: Stripping the Dread from the Data,,Charles Wheelan,W. W. Norton & Company,1/7/2013,maths
9.7815E+12,Introduction to Probability,,"Joseph K. Blitzstein, Jessica Hwang",CRC Press,7/24/2014,maths
9.78148E+12,The Nature of Statistical Learning Theory,,Vladimir Vapnik,Springer Science & Business Media,6/29/2013,maths
9.78039E+12,The Elements of Statistical Learning,"Data Mining, Inference, and Prediction","Trevor Hastie, Robert Tibshirani, Jerome Friedman",Springer Science & Business Media,11/11/2013,maths
9.78135E+12,Statistical Regression and Classification,From Linear Models to Machine Learning,Norman Matloff,CRC Press,9/19/2017,maths
9.7818E+12,How to Lie with Statistics,,Darrell Huff,Penguin UK,3/30/2023,maths
9.78112E+12,Mindset Mathematics,"Visualizing and Investigating Big Ideas, Grade 4","Jo Boaler, Jen Munson, Cathy Williams",John Wiley & Sons,8/28/2017,maths
9.781E+12,Introduction to Data Science,Data Analysis and Prediction Algorithms with R,Rafael A. Irizarry,CRC Press,11/20/2019,maths
9.78939E+12,Educart CBSE Maths Standard Sample Question Papers For Class 10 (For March 2020 Exam),Strictly based on 20th September 2019 CBSE Sample Paper,Education Experts,Educart,10/20/2019,maths
9.78149E+12,Analytical Skills for AI and Data Science,Building Skills for an AI-Driven Enterprise,Daniel Vaughan,O'Reilly Media,5/21/2020,maths
9.78185E+12,A Modern Introduction to Probability and Statistics,Understanding Why and How,"F.M. Dekking, C. Kraaikamp, H.P. Lopuhaä, L.E. Meester",Springer Science & Business Media,3/30/2006,maths
9.78026E+12,Machine Learning,A Probabilistic Perspective,Kevin P. Murphy,MIT Press,8/24/2012,maths
1617296481,Math and Architectures of Deep Learning,,Krishnendu Chaudhury,Manning,7/26/2022,maths
9.7815E+12,A First Course in Machine Learning,,"Simon Rogers, Mark Girolami",CRC Press,10/14/2016,maths
1457309327,The Official SAT Subject Test in Mathematics Level 2 Study Guide,,The College Board,College Board,9/5/2017,maths
9.78147E+12,Rutherford and Fry’s Complete Guide to Absolutely Everything (Abridged),new from the stars of BBC Radio 4,"Adam Rutherford, Hannah Fry",Random House,10/7/2021,maths
9.78014E+12,Deep Learning Illustrated,"A Visual, Interactive Guide to Artificial Intelligence","Jon Krohn, Grant Beyleveld, Aglaé Bassens",Addison-Wesley Professional,8/5/2019,maths
9.78161E+12,Linear Algebra Problem Book,,Paul R. Halmos,American Mathematical Soc.,12/31/1995,maths
9.78111E+12,Machine Learning,The Art and Science of Algorithms that Make Sense of Data,Peter Flach,Cambridge University Press,9/20/2012,maths
9.78026E+12,Probabilistic Graphical Models,Principles and Techniques,"Daphne Koller, Nir Friedman",MIT Press,7/31/2009,maths
9.78047E+12,The Design of Everyday Things,Revised and Expanded Edition,Don Norman,Hachette UK,11/5/2013,maths
9.78142E+12,Machine Learning,An Algorithmic Perspective,Stephen Marsland,CRC Press,3/23/2011,maths
9.78146E+12,A Probabilistic Theory of Pattern Recognition,,"Luc Devroye, Laszlo Györfi, Gabor Lugosi",Springer Science & Business Media,11/27/2013,maths
9.78145E+12,Discovering Statistics Using R,,"Andy Field, Jeremy Miles, Zoë Field",SAGE,3/7/2012,maths
80520839,A Wavelet Tour of Signal Processing,,Stephane Mallat,Elsevier,9/14/1999,maths
9.78146E+12,An Introduction to Statistical Learning,with Applications in R,"Gareth James, Daniela Witten, Trevor Hastie, Robert Tibshirani",Springer Science & Business Media,6/24/2013,maths
9811578761,Statistical Learning with Math and Python,100 Exercises for Building Logic,Joe Suzuki,Springer,8/4/2021,maths
606039600,Zen and the Art of Motorcycle Maintenance,An Inquiry Into Values,Robert M. Pirsig,Turtleback,11/1/1995,maths
9.7814E+12,Convex Analysis,(PMS-28),Ralph Tyrell Rockafellar,Princeton University Press,4/29/2015,maths
9.78014E+12,The Signal and the Noise,Why So Many Predictions Fail--but Some Don't,Nate Silver,Penguin,2/3/2015,maths
495109665,Introduction to Statistics and Data Analysis,,"Roxy Peck, Chris Olsen, Jay L. Devore",Brooks/Cole,12/1/2005,maths
9.78112E+12,Introduction to Bayesian Statistics,,"William M. Bolstad, James M. Curran",John Wiley & Sons,9/2/2016,maths
9.78149E+12,Think Bayes,,Allen B. Downey,"""O'Reilly Media, Inc.""",5/18/2021,maths
9.78112E+12,Data Science For Dummies,,Lillian Pierson,John Wiley & Sons,9/15/2021,maths
9.78039E+12,Dataclysm,"Love, Sex, Race, and Identity--What Our Online Lives Tell Us about Our Offline Selves",Christian Rudder,Crown,9/8/2015,maths
9.78168E+12,A Common-Sense Guide to Data Structures and Algorithms,Level Up Your Core Programming Skills,Jay Wengrow,Pragmatic Bookshelf,8/3/2017,maths
9.78189E+12,Convex Optimization Theory,,Dimitri Bertsekas,Athena Scientific,6/1/2009,maths
9.78303E+12,Data Science and Intelligent Systems,"Proceedings of 5th Computational Methods in Systems and Software 2021, Vol. 2","Radek Silhavy, Petr Silhavy, Zdenka Prokopova",Springer Nature,11/16/2021,maths
9.78149E+12,"Hands-On Machine Learning with Scikit-Learn, Keras, and TensorFlow","Concepts, Tools, and Techniques to Build Intelligent Systems",Aurélien Géron,"""O'Reilly Media, Inc.""",9/5/2019,maths
1493938436,Pattern Recognition and Machine Learning,,Christopher M. Bishop,Springer,8/23/2016,maths
977304566,"The Art of Problem Solving, Volume 1",The Basics,"Sandor Lehoczky, Richard Rusczyk",Aops Incorporated,8/1/2006,maths
9.78026E+12,"Fundamentals of Machine Learning for Predictive Data Analytics, second edition","Algorithms, Worked Examples, and Case Studies","John D. Kelleher, Brian Mac Namee, Aoife DArcy",MIT Press,10/20/2020,maths
9811679959,Machine Learning and Autonomous Systems,Proceedings of ICMLAS 2021,"Joy Iong-Zong Chen, Haoxiang Wang, Ke-Lin Du, V. Suma",Springer,3/10/2022,maths
9.78142E+12,CRC Concise Encyclopedia of Mathematics,,Eric W. Weisstein,CRC Press,12/12/2002,maths
9.78164E+12,Data Science with Python and Dask,,Jesse Daniel,Simon and Schuster,7/8/2019,maths
9.78145E+12,Introduction to Machine Learning with Python,A Guide for Data Scientists,"Andreas C. Müller, Sarah Guido","""O'Reilly Media, Inc.""",9/26/2016,maths
9.78332E+12,The Data Science Design Manual,,Steven S. Skiena,Springer,7/1/2017,maths
9.78052E+12,Models and Computability,,England) Logic Colloquium 97 (1997: Leeds,Cambridge University Press,6/17/1999,maths
9.78112E+12,An Introduction to Probability and Statistics,,"Vijay K. Rohatgi, A.K. Md. Ehsanes Saleh",John Wiley & Sons,8/6/2015,maths
1496034023,The Lion Way,Learning Plus Intelligent Optimization,"Roberto Battiti, Mauro Brunato",CreateSpace,2/21/2014,maths
9.78164E+12,Grokking Deep Learning,,Andrew W. Trask,Simon and Schuster,1/23/2019,maths
9.78052E+12,Combinatorics and Probability,,"Graham Brightwell, Imre Leader, Andrew Thomason, Alex Scott",Cambridge University Press,3/8/2007,maths
9.7802E+12,Linear Algebra,Step by Step,Kuldeep Singh,Oxford University Press,10/1/2013,maths
9.78023E+12,Engineering Mathematics Through Applications,,Kuldeep Singh,Bloomsbury Publishing,12/13/2019,maths
9.78111E+12,Computer Age Statistical Inference,,"Bradley Efron, Trevor Hastie",Cambridge University Press,7/21/2016,maths
1616100362,From Algorithms to Z-Scores,Probabilistic and Statistical Modeling in Computer Science,Norm Matloff,Orange Grove Texts Plus,9/1/2009,maths
9.78055E+12,Weapons of Math Destruction,How Big Data Increases Inequality and Threatens Democracy,Cathy ONeil,National Geographic Books,9/5/2017,maths
9.78013E+12,Pandas for Everyone,Python Data Analysis,Daniel Y. Chen,Addison-Wesley Professional,12/15/2017,maths
9.78013E+12,From Mathematics to Generic Programming,,"Alexander A. Stepanov, Daniel E. Rose",Addison-Wesley Professional,11/13/2014,maths
9.78981E+12,Statistics and Data Science,"Research School on Statistics and Data Science, RSSDS 2019, Melbourne, VIC, Australia, July 24–26, 2019, Proceedings",Hien Nguyen,Springer Nature,1/3/2020,maths
9.78936E+12,Educart Term 2 Mathematics CBSE Class 10 Objective & Subjective Question Bank 2022 (Exclusively on New Competency Based Education Pattern),,EduCart,Educart,12/28/2021,maths
9.78145E+12,Data Science for Business,What You Need to Know about Data Mining and Data-Analytic Thinking,"Foster Provost, Tom Fawcett","""O'Reilly Media, Inc.""",7/27/2013,maths
73533432,Introductory Algebra,A Real-World Approach,Ignacio Bello,McGraw-Hill College,1/1/2008,maths
9.78162E+12,"Machine Learning with TensorFlow, Second Edition",,Mattmann A. Chris,Manning Publications,2/2/2021,maths
9.78303E+12,Linear Algebra and Optimization for Machine Learning,A Textbook,Charu C. Aggarwal,Springer Nature,5/13/2020,maths
8177585460,Advanced Engineering Mathematics,,Greenberg,Pearson Education India,9/1/1998,maths
9.78164E+12,Machine Learning in Action,,Peter Harrington,Simon and Schuster,4/3/2012,maths
9.78151E+12,An Introduction to Data Science,,"Jeffrey S. Saltz, Jeffrey M. Stanton",SAGE Publications,8/25/2017,maths
9.78012E+12,Guide to Essential Math,"A Review for Physics, Chemistry and Engineering Students",Sy M. Blinder,Newnes,2/14/2013,maths
9.78145E+12,Introductory Mathematics: Algebra and Analysis,,Geoffrey C. Smith,Springer Science & Business Media,12/6/2012,maths
9.7814E+12,Expert Political Judgment,How Good Is It? How Can We Know? - New Edition,Philip E. Tetlock,Princeton University Press,8/29/2017,maths
9.78162E+12,Grokking Simplicity,Taming Complex Software with Functional Thinking,Eric Normand,Simon and Schuster,5/18/2021,maths
9.78185E+12,Elements of Mathematics for Economics and Finance,,"Vassilis C. Mavron, Timothy N. Phillips",Springer Science & Business Media,3/6/2007,maths
9.78132E+12,A Concise Introduction to Pure Mathematics,,Martin Liebeck,CRC Press,9/3/2018,maths
9.78153E+12,The Power of Explicit Teaching and Direct Instruction,,Greg Ashman,SAGE,11/25/2020,maths
9.7818E+12,The Shame Machine,Who Profits in the New Age of Humiliation,Cathy ONeil,Penguin UK,3/22/2022,maths
9.78001E+12,"The Information: A History, a Theory, a Flood",,James Gleick,HarperCollins UK,3/3/2011,maths
9.78112E+12,Data Science with Semantic Technologies,"Theory, Practice and Application","Archana Patel, Narayan C. Debnath, Bharat Bhusan",John Wiley & Sons,9/14/2022,maths
9.78147E+12,Statistical Foundations of Data Science,,"Jianqing Fan, Runze Li, Cun-Hui Zhang, Hui Zou",CRC Press,9/21/2020,maths
9.78939E+12,Business Intelligence Demystified,Understand and Clear All Your Doubts and Misconceptions About BI (English Edition),Anoop Kumar V K,BPB Publications,9/25/2021,maths
521833787,Convex Optimization,,"Stephen Boyd, Stephen P. Boyd, Lieven Vandenberghe",Cambridge University Press,3/8/2004,maths
9.78111E+12,Mining of Massive Datasets,,"Jure Leskovec, Anand Rajaraman, Jeffrey David Ullman",Cambridge University Press,11/13/2014,maths
9.78111E+12,Understanding Machine Learning,From Theory to Algorithms,"Shai Shalev-Shwartz, Shai Ben-David",Cambridge University Press,5/19/2014,maths
9.78164E+12,Entity Framework Core in Action,,Jon Smith,Simon and Schuster,7/15/2018,maths
9.78303E+12,"Matrices, Statistics and Big Data",Selected Contributions from IWMS 2016,"S. Ejaz Ahmed, Francisco Carvalho, Simo Puntanen",Springer,8/2/2019,maths
9.78162E+12,Functional Programming in Kotlin,,"Marco Vermeulen, Rúnar Bjarnason, Paul Chiusano",Simon and Schuster,10/5/2021,maths
9.78168E+12,"Small, Sharp Software Tools",Harness the Combinatoric Power of Command-Line Tools and Utilities,Brian P. Hogan,Pragmatic Bookshelf,6/3/2019,maths
9.78164E+12,Advanced Algorithms and Data Structures,,Marcello La Rocca,Simon and Schuster,8/10/2021,maths
9.78006E+12,Tally O'Malley,,Stuart J. Murphy,Harper Collins,9/14/2004,maths
9.78159E+12,Statistics Done Wrong,The Woefully Complete Guide,Alex Reinhart,No Starch Press,3/1/2015,maths
9.78043E+12,Modern Data Science with R,,"Benjamin S. Baumer, Daniel T. Kaplan, Nicholas J. Horton",CRC Press,3/31/2021,maths
9.78148E+12,Resampling Methods,A Practical Guide to Data Analysis,"Phillip I. Good, Philip Good",Springer Science & Business Media,3/14/2013,maths
9.78114E+12,Statistics As Principled Argument,,Robert P. Abelson,Psychology Press,9/10/2012,maths
9.78981E+12,Statistics for Data Science and Policy Analysis,,Azizur Rahman,Springer Nature,3/31/2020,maths
9.78148E+12,Beginning Data Science in R,"Data Analysis, Visualization, and Modelling for the Data Scientist",Thomas Mailund,Apress,3/9/2017,maths
9.78077E+12,"Math, Grade 5",Grade 5,"Thomas Richards, Spectrum",Carson-Dellosa Publishing,12/11/2006,maths
9.78303E+12,An Introduction to Data,"Everything You Need to Know About AI, Big Data and Data Science",Francesco Corea,Springer,11/27/2018,maths
9.78149E+12,Machine Learning Pocket Reference,Working with Structured Data in Python,Matt Harrison,"""O'Reilly Media, Inc.""",8/27/2019,maths
9.78366E+12,Mathematical Foundations of Big Data Analytics,,"Vladimir Shikhman, David Müller",Springer Nature,2/11/2021,maths
62851756,Limitless Mind,"Learn, Lead, and Live Without Barriers",Jo Boaler,HarperOne,4/12/2022,maths
9.78147E+12,Calculus Made Easy,,"Silvanus P. Thompson, Martin Gardner",St. Martin's Press,3/18/2014,maths
9.78303E+12,Data Analysis with Machine Learning for Psychologists,Crash Course to Learn Python 3 and Machine Learning in 10 hours,Chandril Ghosh,Springer Nature,10/17/2022,maths
9.78135E+12,"Essentials of Computer Architecture, Second Edition",,Douglas Comer,CRC Press,1/6/2017,maths
9.78149E+12,Disquisitiones Arithmeticae,,"Carl Friedrich Gauss, William C. Waterhouse",Springer,2/7/2018,maths
9.781E+12,Hands-On Machine Learning with R,,"Brad Boehmke, Brandon M. Greenwell",CRC Press,11/7/2019,maths
9.781E+12,Data Science,Techniques and Intelligent Applications,"Pallavi Vijay Chavan, Parikshit N Mahalle, Ramchandra Mangrulkar, Idongesit Williams",CRC Press,8/15/2022,maths
9.78111E+12,A Gentle Introduction to Optimization,,"B. Guenin, J. Könemann, L. Tunçel",Cambridge University Press,7/31/2014,maths
9.78144E+12,Statistical Learning and Data Science,,"Mireille Gettler Summa, Leon Bottou, Bernard Goldfarb, Fionn Murtagh, Catherine Pardoux, Myriam Touati",CRC Press,12/19/2011,maths
9.78939E+12,Data Science Fundamentals and Practical Approaches,Understand Why Data Science Is the Next,"Dr. Gypsy Nandi, Dr. Rupam Kumar Sharma",BPB Publications,6/2/2020,maths
1617291560,Practical Data Science with R,,"Nina Zumel, John Mount",Manning Publications,4/10/2014,maths
804848998,A Tea Reader,Living Life One Cup at a Time,Katrina Avila Munichiello,Tuttle Publishing,3/21/2017,maths
9.78303E+12,The 2018 Yearbook of the Digital Ethics Lab,,"Carl Öhman, David Watson",Springer Nature,10/10/2019,maths
9.78153E+12,From Social Science to Data Science,Key Data Collection and Analysis Skills in Python,Bernie Hogan,SAGE,12/31/2022,maths
9.7818E+12,Applying Data Science and Learning Analytics Throughout a Learner’s Lifespan,,"Trajkovski, Goran, Demeter, Marylee, Hayes, Heather",IGI Global,5/6/2022,maths
547132492,Understanding Basic Statistics,,"Charles Henry Brase, Corrinne Pellillo Brase",Brooks/Cole Publishing Company,11/1/2008,maths
9.78143E+12,Data Scientists at Work,,Sebastian Gutierrez,Apress,12/12/2014,maths
9.78069E+12,Dark Data,Why What You Don’t Know Matters,David J. Hand,Princeton University Press,2/15/2022,maths
470694483,Essential Mathematics and Statistics for Science,,"Dr. Graham Currell, Dr. Antony Dowman",Wiley,6/22/2009,maths
1364849186,Maths and STATS for Web Analytics and Conversion Optimization,,Himanshu Sharma,Blurb,11/3/2015,maths
716733730,Introduction to the Practice of Statistics,,"David S. Moore, George P. McCabe",W H Freeman & Company,8/1/1998,maths
9.78939E+12,Hands-on Data Analysis and Visualization with Pandas,"Engineer, Analyse and Visualize Data, Using Powerful Python Libraries",PURNA CHANDER  RAO. KATHULA,BPB Publications,8/13/2020,maths
471360910,An Introduction to Multivariate Statistical Analysis,,Theodore W. Anderson,Wiley-Interscience,7/25/2003,maths
3319834568,Introduction to Statistics and Data Analysis,"With Exercises, Solutions and Applications in R","Christian Heumann, Michael Schomaker, Shalabh",Springer,9/1/2018,maths
9.7815E+12,Data Science and Analytics with Python,,Jesus Rogel-Salazar,CRC Press,2/5/2018,maths
367381893,Statistical Learning and Data Science,,"Mireille Gettler Summa, Leon Bottou, Bernard Goldfarb, Catherine Pardoux, Fionn Murtagh, Myriam Touati",CRC Press,9/23/2019,maths
753552817,The Life-Changing Magic of Numbers,,Bobby Seagull,Virgin Books,10/25/2018,maths
9.79861E+12,Data Science Job,How to Become a Data Scientist,Przemek Chojecki,Independently Published,1/29/2020,maths
1984050621,Deep Learning for the Layman,Visual Guide Without Maths Added,François Duval,Createspace Independent Publishing Platform,1/10/2018,maths
521100283,Applied Optimization,Formulation and Algorithms for Engineering Systems,Ross Baldick,Cambridge University Press,1/18/2009,maths
